40;3;Gold;By spreading the broad petals of its flower and catching the sun’s rays, it fills its body with power.
41;3;Silver;It is able to convert sunlight into energy. As a result, it is more powerful in the summertime.
42;3;Crystal;As it warms itself and absorbs the sunlight, its flower petals release a pleasant fragrance.
43;3;Ruby,Sapphire;There is a large flower on VENUSAUR’s back. The flower is said to take on vivid colors if it gets plenty of nutrition and sunlight. The flower’s aroma soothes the emotions of people.
44;3;FireRed;A bewitching aroma wafts from its flower. The fragrance becalms those engaged in a battle.
45;3;LeafGreen;Its plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.
46;3;Emerald;VENUSAUR’s flower is said to take on vivid colors if it gets plenty of nutrition and sunlight. The flower’s aroma soothes the emotions of people.
47;3;Diamond,Pearl,Platinum;After a rainy day, the flower on its back smells stronger. The scent attracts other Pokémon.
48;3;HeartGold;By spreading the broad petals of its flower and catching the sun’s rays, it fills its body with power.
49;3;SoulSilver;It is able to convert sunlight into energy. As a result, it is more powerful in the summertime.
50;3;Black,White,Black 2,White 2;After a rainy day, the flower on its back smells stronger. The scent attracts other Pokémon.
51;3;X;By spreading the broad petals of its flower and catching the sun’s rays, it fills its body with power.
52;3;Y;After a rainy day, the flower on its back smells stronger. The scent attracts other Pokémon.
53;3;Omega Ruby,Alpha Sapphire;There is a large flower on Venusaur’s back. The flower is said to take on vivid colors if it gets plenty of nutrition and sunlight. The flower’s aroma soothes the emotions of people.
54;3;Let's Go Pikachu,Let's Go Eevee;The flower on its back catches the sun’s rays. The sunlight is then absorbed and used for energy.
55;3;Sword;Its plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.
56;3;Shield;A bewitching aroma wafts from its flower. The fragrance becalms those engaged in a battle.
57;3;Red,Blue;The plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.
58;3;Yellow;The flower on its back catches the sun’s rays. The sunlight is then absorbed and used for energy.
59;3;Gold;By spreading the broad petals of its flower and catching the sun’s rays, it fills its body with power.
60;3;Silver;It is able to convert sunlight into energy. As a result, it is more powerful in the summertime.
61;3;Crystal;As it warms itself and absorbs the sunlight, its flower petals release a pleasant fragrance.
62;3;Ruby,Sapphire;There is a large flower on VENUSAUR’s back. The flower is said to take on vivid colors if it gets plenty of nutrition and sunlight. The flower’s aroma soothes the emotions of people.
63;3;FireRed;A bewitching aroma wafts from its flower. The fragrance becalms those engaged in a battle.
64;3;LeafGreen;Its plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.
65;3;Emerald;VENUSAUR’s flower is said to take on vivid colors if it gets plenty of nutrition and sunlight. The flower’s aroma soothes the emotions of people.
66;3;Diamond,Pearl,Platinum;After a rainy day, the flower on its back smells stronger. The scent attracts other Pokémon.
67;3;HeartGold;By spreading the broad petals of its flower and catching the sun’s rays, it fills its body with power.
68;3;SoulSilver;It is able to convert sunlight into energy. As a result, it is more powerful in the summertime.
69;3;Black,White,Black 2,White 2;After a rainy day, the flower on its back smells stronger. The scent attracts other Pokémon.
70;3;X;By spreading the broad petals of its flower and catching the sun’s rays, it fills its body with power.
71;3;Y;After a rainy day, the flower on its back smells stronger. The scent attracts other Pokémon.
72;3;Omega Ruby,Alpha Sapphire;There is a large flower on Venusaur’s back. The flower is said to take on vivid colors if it gets plenty of nutrition and sunlight. The flower’s aroma soothes the emotions of people.
73;3;Let's Go Pikachu,Let's Go Eevee;The flower on its back catches the sun’s rays. The sunlight is then absorbed and used for energy.
74;3;Sword;Its plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.
75;3;Shield;A bewitching aroma wafts from its flower. The fragrance becalms those engaged in a battle.
76;4;Red,Blue;Obviously prefers hot places. When it rains, steam is said to spout from the tip of its tail.
77;4;Yellow;The flame at the tip of its tail makes a sound as it burns. You can only hear it in quiet places.
78;4;Gold;The flame on its tail shows the strength of its life force. If it is weak, the flame also burns weakly.
79;4;Silver;The flame on its tail indicates CHARMANDER’s life force. If it is healthy, the flame burns brightly.
80;4;Crystal;If it’s healthy, the flame on the tip of its tail will burn vigorously, even if it gets a bit wet.
81;4;Ruby,Sapphire;The flame that burns at the tip of its tail is an indication of its emotions. The flame wavers when CHARMANDER is enjoying itself. If the POKéMON becomes enraged, the flame burns fiercely.
82;4;FireRed;From the time it is born, a flame burns at the tip of its tail. Its life would end if the flame were to go out.
83;4;LeafGreen;It has a preference for hot things. When it rains, steam is said to spout from the tip of its tail.
84;4;Emerald;The flame that burns at the tip of its tail is an indication of its emotions. The flame wavers when CHARMANDER is happy, and blazes when it is enraged.
85;4;Diamond,Pearl,Platinum;The fire on the tip of its tail is a measure of its life. If healthy, its tail burns intensely.
86;4;HeartGold;The flame on its tail shows the strength of its life force. If it is weak, the flame also burns weakly.
87;4;SoulSilver;The flame on its tail indicates CHARMANDER’s life force. If it is healthy, the flame burns brightly.
88;4;Black,White,Black 2,White 2;The fire on the tip of its tail is a measure of its life. If healthy, its tail burns intensely.
89;4;X;The flame on its tail indicates Charmander’s life force. If it is healthy, the flame burns brightly.
90;4;Y;From the time it is born, a flame burns at the tip of its tail. Its life would end if the flame were to go out.
91;4;Omega Ruby,Alpha Sapphire;The flame that burns at the tip of its tail is an indication of its emotions. The flame wavers when Charmander is enjoying itself. If the Pokémon becomes enraged, the flame burns fiercely.
92;4;Let's Go Pikachu,Let's Go Eevee;The flame at the tip of its tail makes a sound as it burns. You can only hear it in quiet places.
93;4;Sword;It has a preference for hot things. When it rains, steam is said to spout from the tip of its tail.
94;4;Shield;From the time it is born, a flame burns at the tip of its tail. Its life would end if the flame were to go out.
95;5;Red,Blue;When it swings its burning tail, it elevates the temperature to unbearably high levels.
96;5;Yellow;Tough fights could excite this POKéMON. When excited, it may blow out bluish-white flames.
97;5;Gold;It is very hotheaded by nature, so it constantly seeks opponents. It calms down only when it wins.
98;5;Silver;It has a barbaric nature. In battle, it whips its fiery tail around and slashes away with sharp claws.
99;5;Crystal;If it becomes agitated during battle, it spouts intense flames, incinerating its surroundings.
100;5;Ruby,Sapphire;CHARMELEON mercilessly destroys its foes using its sharp claws. If it encounters a strong foe, it turns aggressive. In this excited state, the flame at the tip of its tail flares with a bluish white color.
101;5;FireRed;It lashes about with its tail to knock down its foe. It then tears up the fallen opponent with sharp claws.
102;5;LeafGreen;When it swings its burning tail, it elevates the air temperature to unbearably high levels.
103;5;Emerald;Without pity, its sharp claws destroy foes. If it encounters a strong enemy, it becomes agitated, and the flame on its tail flares with a bluish white color.
104;5;Diamond,Pearl,Platinum;In the rocky mountains where CHARMELEON live, their fiery tails shine at night like stars.
105;5;HeartGold;It is very hotheaded by nature, so it constantly seeks opponents. It calms down only when it wins.
106;5;SoulSilver;It has a barbaric nature. In battle, it whips its fiery tail around and slashes away with sharp claws.
107;5;Black,White,Black 2,White 2;In the rocky mountains where Charmeleon live, their fiery tails shine at night like stars.
108;5;X;It lashes about with its tail to knock down its foe. It then tears up the fallen opponent with sharp claws.
109;5;Y;When it swings its burning tail, it elevates the air temperature to unbearably high levels.
110;5;Omega Ruby,Alpha Sapphire;Charmeleon mercilessly destroys its foes using its sharp claws. If it encounters a strong foe, it turns aggressive. In this excited state, the flame at the tip of its tail flares with a bluish white color.
111;5;Let's Go Pikachu,Let's Go Eevee;Tough fights could excite this Pokémon. When excited, it may breathe out bluish-white flames.
112;5;Sword;It has a barbaric nature. In battle, it whips its fiery tail around and slashes away with sharp claws.
113;5;Shield;If it becomes agitated during battle, it spouts intense flames, incinerating its surroundings.
114;6;Red,Blue;Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.
115;6;Yellow;When expelling a blast of super hot fire, the red flame at the tip of its tail burns more intensely.
116;6;Gold;If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a whitish-blue color.
117;6;Silver;Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies.
118;6;Crystal;It uses its wings to fly high. The temperature of its fire increases as it gains experience in battle.
119;6;Ruby,Sapphire;CHARIZARD flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself.
120;6;FireRed;Its wings can carry this POKéMON close to an altitude of 4,600 feet. It blows out fire at very high temperatures.
121;6;LeafGreen;It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.
122;6;Emerald;A CHARIZARD flies about in search of strong opponents. It breathes intense flames that can melt any material. However, it will never torch a weaker foe.
123;6;Diamond,Pearl,Platinum;It is said that CHARIZARD’s fire burns hotter if it has experienced harsh battles.
124;6;HeartGold;If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a light blue shade.
125;6;SoulSilver;Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies.
126;6;Black,White,Black 2,White 2;It is said that Charizard’s fire burns hotter if it has experienced harsh battles.
127;6;X;When expelling a blast of superhot fire, the red flame at the tip of its tail burns more intensely.
128;6;Y;Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures.
129;6;Omega Ruby,Alpha Sapphire;Charizard flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself.
130;6;Let's Go Pikachu,Let's Go Eevee;When this Pokémon expels a blast of superhot fire, the red flame at the tip of its tails burns more intensely.
131;6;Sword;It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.
132;6;Shield;Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures.
133;6;Red,Blue;Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.
134;6;Yellow;When expelling a blast of super hot fire, the red flame at the tip of its tail burns more intensely.
135;6;Gold;If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a whitish-blue color.
136;6;Silver;Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies.
137;6;Crystal;It uses its wings to fly high. The temperature of its fire increases as it gains experience in battle.
138;6;Ruby,Sapphire;CHARIZARD flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself.
139;6;FireRed;Its wings can carry this POKéMON close to an altitude of 4,600 feet. It blows out fire at very high temperatures.
140;6;LeafGreen;It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.
141;6;Emerald;A CHARIZARD flies about in search of strong opponents. It breathes intense flames that can melt any material. However, it will never torch a weaker foe.
142;6;Diamond,Pearl,Platinum;It is said that CHARIZARD’s fire burns hotter if it has experienced harsh battles.
143;6;HeartGold;If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a light blue shade.
144;6;SoulSilver;Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies.
145;6;Black,White,Black 2,White 2;It is said that Charizard’s fire burns hotter if it has experienced harsh battles.
146;6;X;When expelling a blast of superhot fire, the red flame at the tip of its tail burns more intensely.
147;6;Y;Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures.
148;6;Omega Ruby,Alpha Sapphire;Charizard flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself.
149;6;Let's Go Pikachu,Let's Go Eevee;When this Pokémon expels a blast of superhot fire, the red flame at the tip of its tails burns more intensely.
150;6;Sword;It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.
151;6;Shield;Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures.
152;6;Red,Blue;Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.
153;6;Yellow;When expelling a blast of super hot fire, the red flame at the tip of its tail burns more intensely.
154;6;Gold;If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a whitish-blue color.
155;6;Silver;Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies.
156;6;Crystal;It uses its wings to fly high. The temperature of its fire increases as it gains experience in battle.
157;6;Ruby,Sapphire;CHARIZARD flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself.
158;6;FireRed;Its wings can carry this POKéMON close to an altitude of 4,600 feet. It blows out fire at very high temperatures.
159;6;LeafGreen;It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.
160;6;Emerald;A CHARIZARD flies about in search of strong opponents. It breathes intense flames that can melt any material. However, it will never torch a weaker foe.
161;6;Diamond,Pearl,Platinum;It is said that CHARIZARD’s fire burns hotter if it has experienced harsh battles.
162;6;HeartGold;If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a light blue shade.
163;6;SoulSilver;Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies.
164;6;Black,White,Black 2,White 2;It is said that Charizard’s fire burns hotter if it has experienced harsh battles.
165;6;X;When expelling a blast of superhot fire, the red flame at the tip of its tail burns more intensely.
166;6;Y;Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures.
167;6;Omega Ruby,Alpha Sapphire;Charizard flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself.
168;6;Let's Go Pikachu,Let's Go Eevee;When this Pokémon expels a blast of superhot fire, the red flame at the tip of its tails burns more intensely.
169;6;Sword;It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.
170;6;Shield;Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures.
171;7;Red,Blue;After birth, its back swells and hardens into a shell. Powerfully sprays foam from its mouth.
172;7;Yellow;Shoots water at prey while in the water. Withdraws into its shell when in danger.
173;7;Gold;The shell is soft when it is born. It soon becomes so resilient, prodding fingers will bounce off it.
174;7;Silver;The shell, which hardens soon after it is born, is resilient. If you poke it, it will bounce back out.
175;7;Crystal;When it feels threatened, it draws its legs inside its shell and sprays water from its mouth.
176;7;Ruby,Sapphire;SQUIRTLE’s shell is not merely used for protection. The shell’s rounded shape and the grooves on its surface help minimize resistance in water, enabling this POKéMON to swim at high speeds.
177;7;FireRed;When it retracts its long neck into its shell, it squirts out water with vigorous force.
178;7;LeafGreen;After birth, its back swells and hardens into a shell. It powerfully sprays foam from its mouth.
179;7;Emerald;Its shell is not just for protection. Its rounded shape and the grooves on its surface minimize resistance in water, enabling SQUIRTLE to swim at high speeds.
180;7;Diamond,Pearl,Platinum;It shelters itself in its shell, then strikes back with spouts of water at every opportunity.
181;7;HeartGold;The shell is soft when it is born. It soon becomes so resilient, prodding fingers will bounce off it.
182;7;SoulSilver;The shell, which hardens soon after it is born, is resilient. If you poke it, it will bounce back out.
183;7;Black,White;It shelters itself in its shell, then strikes back with spouts of water at every opportunity.
184;7;Black 2,White 2;It shelters itself in its shell then strikes back with spouts of water at every opportunity.
185;7;X;It shelters itself in its shell, then strikes back with spouts of water at every opportunity.
186;7;Y;Shoots water at prey while in the water. Withdraws into its shell when in danger.
187;7;Omega Ruby,Alpha Sapphire;Squirtle’s shell is not merely used for protection. The shell’s rounded shape and the grooves on its surface help minimize resistance in water, enabling this Pokémon to swim at high speeds.
188;7;Let's Go Pikachu,Let's Go Eevee;Shoots water at prey while in the water. Withdraws into its shell when in danger.
189;7;Sword;When it retracts its long neck into its shell, it squirts out water with vigorous force.
190;7;Shield;When it feels threatened, it draws its limbs inside its shell and sprays water from its mouth.
191;8;Red,Blue;Often hides in water to stalk unwary prey. For swimming fast, it moves its ears to maintain balance.
192;8;Yellow;When tapped, this POKéMON will pull in its head, but its tail will still stick out a little bit.
193;8;Gold;It is recognized as a symbol of longevity. If its shell has algae on it, that WARTORTLE is very old.
194;8;Silver;It cleverly controls its furry ears and tail to maintain its balance while swimming.
195;8;Crystal;Its long, furry tail is a symbol of longevity, making it quite popular among older people.
196;8;Ruby,Sapphire;Its tail is large and covered with a rich, thick fur. The tail becomes increasingly deeper in color as WARTORTLE ages. The scratches on its shell are evidence of this POKéMON’s toughness as a battler.
197;8;FireRed;This POKéMON is very popular as a pet. Its fur-covered tail is a symbol of its longevity.
198;8;LeafGreen;It often hides in water to stalk unwary prey. For fast swimming, it moves its ears to maintain balance.
199;8;Emerald;Its large tail is covered with rich, thick fur that deepens in color with age. The scratches on its shell are evidence of this POKéMON’s toughness in battle.
200;8;Diamond,Pearl,Platinum;It is said to live 10,000 years. Its furry tail is popular as a symbol of longevity.
201;8;HeartGold;It is a well-established symbol of longevity. If its shell has algae on it, that WARTORTLE is very old.
202;8;SoulSilver;It cleverly controls its furry ears and tail to maintain its balance while swimming.
203;8;Black,White,Black 2,White 2;It is said to live 10,000 years. Its furry tail is popular as a symbol of longevity.
204;8;X;When tapped, this Pokémon will pull in its head, but its tail will still stick out a little bit.
205;8;Y;It is said to live 10,000 years. Its furry tail is popular as a symbol of longevity.
206;8;Omega Ruby,Alpha Sapphire;Its tail is large and covered with a rich, thick fur. The tail becomes increasingly deeper in color as Wartortle ages. The scratches on its shell are evidence of this Pokémon’s toughness as a battler.
207;8;Let's Go Pikachu,Let's Go Eevee;When tapped on its head, this Pokémon will pull it in, but its tail will stick out a little bit.
208;8;Sword;It is recognized as a symbol of longevity. If its shell has algae on it, that Wartortle is very old.
209;8;Shield;It cleverly controls its furry ears and tail to maintain its balance while swimming.
210;9;Red,Blue;A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.
211;9;Yellow;Once it takes aim at its enemy, it blasts out water with even more force than a fire hose.
212;9;Gold;It deliberately makes itself heavy so it can withstand the recoil of the water jets it fires.
213;9;Silver;The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
214;9;Crystal;It firmly plants its feet on the ground before shooting water from the jets on its back.
215;9;Ruby,Sapphire;BLASTOISE has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.
216;9;FireRed;It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell.
217;9;LeafGreen;The pressurized water jets on this brutal POKéMON’s shell are used for high-speed tackles.
218;9;Emerald;The waterspouts that protrude from its shell are highly accurate. Their bullets of water can precisely nail tin cans from a distance of over 160 feet.
219;9;Diamond,Pearl,Platinum;The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
220;9;HeartGold;It deliberately makes itself heavy so it can withstand the recoil of the water jets it fires.
221;9;SoulSilver;The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
222;9;Black,White,Black 2,White 2;The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
223;9;X;It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell.
224;9;Y;The pressurized water jets on this brutal Pokémon’s shell are used for high-speed tackles.
225;9;Omega Ruby,Alpha Sapphire;Blastoise has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.
226;9;Let's Go Pikachu,Let's Go Eevee;Once it takes aim at its enemy, it blasts out water with even more force than a fire hose.
227;9;Sword;It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell.
228;9;Shield;The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
229;9;Red,Blue;A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.
230;9;Yellow;Once it takes aim at its enemy, it blasts out water with even more force than a fire hose.
231;9;Gold;It deliberately makes itself heavy so it can withstand the recoil of the water jets it fires.
232;9;Silver;The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
233;9;Crystal;It firmly plants its feet on the ground before shooting water from the jets on its back.
234;9;Ruby,Sapphire;BLASTOISE has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.
235;9;FireRed;It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell.
236;9;LeafGreen;The pressurized water jets on this brutal POKéMON’s shell are used for high-speed tackles.
237;9;Emerald;The waterspouts that protrude from its shell are highly accurate. Their bullets of water can precisely nail tin cans from a distance of over 160 feet.
238;9;Diamond,Pearl,Platinum;The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
239;9;HeartGold;It deliberately makes itself heavy so it can withstand the recoil of the water jets it fires.
240;9;SoulSilver;The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
241;9;Black,White,Black 2,White 2;The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
242;9;X;It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell.
243;9;Y;The pressurized water jets on this brutal Pokémon’s shell are used for high-speed tackles.
244;9;Omega Ruby,Alpha Sapphire;Blastoise has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.
245;9;Let's Go Pikachu,Let's Go Eevee;Once it takes aim at its enemy, it blasts out water with even more force than a fire hose.
246;9;Sword;It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell.
247;9;Shield;The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
248;10;Red,Blue;Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.
249;10;Yellow;If you touch the feeler on top of its head, it will release a horrible stink to protect itself.
250;10;Gold;For protection, it releases a horrible stench from the antenna on its head to drive away enemies.
251;10;Silver;Its feet have suction cups designed to stick to any surface. It tenaciously climbs trees to forage.
252;10;Crystal;It crawls into foliage where it camouflages itself among leaves that are the same color as its body.
253;10;Ruby,Sapphire;CATERPIE has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this POKéMON releases a terrifically strong odor.
254;10;FireRed;It is covered with a green skin. When it grows, it sheds the skin, covers itself with silk, and becomes a cocoon.
255;10;LeafGreen;Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.
256;10;Emerald;Its voracious appetite compels it to devour leaves bigger than itself without hesitation. It releases a terribly strong odor from its antennae.
257;10;Diamond,Pearl,Platinum;It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.
258;10;HeartGold;For protection, it releases a horrible stench from the antennae on its head to drive away enemies.
259;10;SoulSilver;Its feet have suction cups designed to stick to any surface. It tenaciously climbs trees to forage.
260;10;Black,White,Black 2,White 2;It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.
261;10;X;For protection, it releases a horrible stench from the antennae on its head to drive away enemies.
262;10;Y;Its feet have suction cups designed to stick to any surface. It tenaciously climbs trees to forage.
263;10;Omega Ruby,Alpha Sapphire;Caterpie has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this Pokémon releases a terrifically strong odor.
264;10;Sun;When attacked by bird Pokémon, it resists by releasing a terrifically strong odor from its antennae, but it often becomes their prey.
265;10;Moon;It’s easy to catch, and it grows quickly, making it one of the top recommendations for novice Pokémon Trainers.
266;10;Ultra Sun;Perhaps because it would like to grow up quickly, it has a voracious appetite, eating a hundred leaves a day.
267;10;Ultra Moon;Its body is soft and weak. In nature, its perpetual fate is to be seen by others as food.
268;10;Let's Go Pikachu,Let's Go Eevee;If you touch the feeler on top of its head, it will release a horrible stink to protect itself.
269;10;Sword;For protection, it releases a horrible stench from the antenna on its head to drive away enemies.
270;10;Shield;Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.
271;11;Red,Blue;This POKéMON is vulnerable to attack while its shell is soft, exposing its weak and tender body.
272;11;Yellow;Hardens its shell to protect itself. However, a large impact may cause it to pop out of its shell.
273;11;Gold;Inside the shell, it is soft and weak as it prepares to evolve. It stays motionless in the shell.
274;11;Silver;It prepares for evolution by hardening its shell as much as possible to protect its soft body.
275;11;Crystal;This is its pre-evolved form. At this stage, it can only harden, so it remains motionless to avoid attack.
276;11;Ruby,Sapphire;The shell covering this POKéMON’s body is as hard as an iron slab. METAPOD does not move very much. It stays still because it is preparing its soft innards for evolution inside the hard shell.
277;11;FireRed;Even though it is encased in a sturdy shell, the body inside is tender. It can’t withstand a harsh attack.
278;11;LeafGreen;This POKéMON is vulnerable to attack while its shell is soft, exposing its weak and tender body.
279;11;Emerald;Its shell is as hard as an iron slab. A METAPOD does not move very much because it is preparing its soft innards for evolution inside the shell.
